id,name,level,description,knowledge,addInfo
709,"Kelpie",Creature 4,"Kelpies are malevolent amphibious fey shapechangers intent on luring mortals to their doom. These cruel predators lurk in and around areas of water, slightly preferring freshwater over saltwater. Kelpies lure or drag their prey underwater then drown and devour them, leaving behind only the victim's heart and liver— the only parts of a meal kelpies find unpleasant. Kelpies are fond of magically disguising itself as fine steeds or attractive strangers to draw in victims, but its true appearance takes the form of a hideous equine with slimy, green flesh resembling aquatic plants.","Fey  ( Nature ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ",
710,"Korred",Creature 4,"Korreds are reclusive fey in the form of small, hirsute individuals with long, animated manes of hair. While korreds have a natural affinity and admiration for stones and boulders, they prefer to dwell aboveground in areas of rocky forest or wooded hills rather than in caves. Korreds are a private people who don't take kindly to intruders, and they invariably work to drive off or kill any non-fey who stumble into their territory. Staunchly proud of their hair, korreds choose their minimal attire so as to allow their body hair to flow freely, often wearing only a belt with a pouch for throwing rocks and trimming shears—though this belt and pouch are rarely visible under their wild manes.","Fey  ( Nature ) : DC 21 Unspecific Lore : DC 19 Specific Lore : DC 16 ",
712,"Brood Leech Swarm",Creature 4,"Most smaller species of leeches do not tend to swarm, but brood leeches are prone to gathering in seething, undulant mats of squirming gluttony. When they gather in sufficient numbers to swarm, they eschew the stealth of a lone leech's feeding methods in favor of swift and merciless feeding. In these situations, their mild venom can affect much larger creatures than their usual prey.","Animal  ( Nature ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 "," 2.0Though valued by apothecaries and field medics as methods to reduce swelling or drain blood, leeches are despised by most who encounter them, regardless of the setting. Leech SpeciesThe spotted hooktooth leech is often found in areas frequented by trolls, who sometimes wear them as awful decorations, relying on their regeneration to control the bleeding effects. The gigantic elephant leech feeds on immense beasts of the swamplands or jungles, like elephants, froghemoths, and dinosaurs, attacking from unexpected range. But it's the relatively small gutleech that provides the most fuel for nightmares, due to its awful habit of feeding on victims from inside."
753,"Gray Ooze",Creature 4,"These dangerous oozes are the bane of any who travel through swamps, marshes, or damp caves. Easily masquerading as pools of clear water or patches of wet stone, gray oozes lie in wait for unwary victims to reach down for a drink or step into what appears to be a puddle, then lash out with whiplike pseudopods to ensnare and consume their hapless prey.","Ooze  ( Occultism ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ","Slimes, molds, and other oozes can be found in dank dungeons and shadowed forests. While not necessarily evil, some grow to enormous sizes and have insatiable appetites. Amoebas Large and SmallGiant amoebas and amoeba swarms are usually found near each other, as the two oozes are part of the same life cycle. When a giant amoeba grows large enough, it can spontaneously split apart into two separate amoeba swarms, and when an amoeba swarm feeds enough, its individual components can fuse together into a single creature. Oozing AcidMany oozes have acidic attacks that can quickly degrade flesh, wood, and even stronger materials. Some believe that oozes are the result of alchemical or magical experimentation run amok, while others postulate that they simply emerged from the natural processes of evolution. Other OozesMany varieties of these nearly mindless predators exist in the world. Some are mere variants, with different colored puddings, jellies, and oozes with little to differentiate them from those presented here other than their habitat. Others are more specialized, or even dangerously intelligent. The shoggoth is one such example, but another variety of deadly and powerful ooze is the thankfully rare blight, a creature composed of protoplasm and eyes that curses entire regions with its presence."
831,"Frost Troll",Creature 4,"Frost trolls are nightmarish frozen monsters of rime-stained claws and hoarfrost teeth. Possessing wits superior to those of common trolls, frost trolls often hunt in packs of three—one attacking their quarry openly while the remaining two pause to assess weaknesses before moving in for the kill. Frost trolls relish the taste of human flesh and adjust their hunting grounds seasonally to remain in close proximity to their favorite prey. Of slighter frame than common trolls, a typical frost troll stands 11 feet tall when not hunched and weighs 900 pounds. Their sickly, cracked flesh is of an icy, cerulean pallor. Frost trolls often adorn themselves with trophies of bone and hide flayed from their kills.Unspecific Lore: DC 19Specific Lore: DC 16",,"Slavering, cruel, practically invincible brutes: this is the villager’s stock description for the dread monsters known as trolls. But words hardly do justice to trolls’ capacity for destruction. They are as bloodthirsty as orcs but lacking the discipline, as massive as giants but capable of regenerating wounded flesh in an instant, and as reprobate as ogres but with twice the strength. The only way to really understand the wanton violence of a troll is to experience it firsthand—a fate few would wish even upon their worst enemies. The first thing that comes to mind when most think of trolls is the creatures’ power of bodily regeneration. So potent is this regeneration that the only way to overcome it is to exploit the troll’s vulnerability to acid and fire. It is not enough to slay the troll with caustic or flaming weapons, though—even the smallest scrap of a troll’s flesh can regenerate into a full-size troll given enough time. The only sure way to eradicate a troll menace is to burn the monster’s entire body until nothing remains. Trolls are solitary hunters, for their wickedness is anathema even to other giants. They occasionally roam in small gangs of two to four, but only when prey is plentiful or a particularly strong counterforce has broached their hunting grounds. In rare instances, an old and powerful troll comes to lead small tribes of trolls. Such “troll kings” possess enough cunning to lead their hordes in devastating raids and massacres, and their presence permanently alters the surrounding ecosystem. A wide variety of trolls exist, from the terrible monster traditionally associated with the name to the water-dwelling scrag and hybrid flood troll. Regional variations exist as well—mountain trolls among stony peaks, for instance, or moss trolls in swampy bayous— but all share the same trademark regenerative powers and insatiable thirst for blood. Troll AugursParticularly devout trolls, called augurs, claim to possess the so‑called “gift of sight,” which they believe was granted them by the demon lord Urxehl. Augurs practice a disturbing method of future‑telling, in which a troll slashes open its own abdomen and pulls out its entrails to interpret the prophecies in its quivering innards. Other cultists prod and agitate their gutted diviner to keep it conscious throughout the gruesome ordeal. Troll BloodThe blood of trolls is a valuable and difficult-to-procure substance of intense interest to alchemists, witches, and doctors the world over. Though initially it is of little interest other than its unnaturally vibrant hue, when processed correctly its applications are numerous. Experiments have produced oils that restore lost limbs, potions that grant the imbiber supernatural strength, and even smoke bombs that cause anyone caught in the haze to fly into an unstoppable rage."
995,"Tenome",Creature 4,"A tenome resembles an eyeless humanoid with rumpled, pale skin and a single eye embedded in each palm of its cadaverous hands. When they opens their disturbingly wide mouth, this sly, frightful predator's fangs hum and pulse with an eerie drone. Tenomes prefer to stalk urban environments; they often wear hooded cloaks or flowing robes to obscure their monstrous features, posing as beggars or corpses to blend in with society. When they attack, tenomes approach their victim with their palms outstretched, attempting to trap prey with their terrifying gaze. Once they seize their prey, tenomes vibrate their strange teeth rapidly as they feasts, emulsifying the bones into a digestible ooze that they slurps from a wound. Tenomes can be put at a disadvantage while hunting, as their vision is obscured when they have prey grabbed. Because of this, tenomes either wait for lone victims or hunts in packs. Members of these groups work together to secure meals for the entire pack and protect each other from being ambushed while feeding. There are rumors that if tenomes pluck the eyes from their victim and places one in each of the corpse's palms, the slain creature will rise as a new tenome the next nightfall. Even tenomes aren't sure of the truth of this rumor, as none remember their own origins, but they might mutilate the corpses of their victims this way in the hopes of creating a pack mate or to instill terror in those who discover the body.","Humanoid  ( Society ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ",
1031,"Ogre Hurler",Creature 4,"Ogres embody brutish, amoral violence and cruelty.","Humanoid  ( Society ) : DC 21 Unspecific Lore : DC 19 Specific Lore : DC 16 ","Ogres embody brutish, amoral violence and cruelty. Standing 10 feet tall and densely muscled, ogres are as strong as they are cruel. Ogres are sadists that enjoy remorseless murder, torture, degradation, and mutilation in all of its forms. Although they prefer to vent their violent urges on smaller humanoids— the smaller and more beautiful, the better—ogres promise a horrifying fate for anyone unlucky enough to fall within their meaty grasp. But for all their creativity in developing methods of violence, ogres often remain too dim-witted to realize that their playthings lack an ogre’s robust fortitude and high pain tolerance, so most captives die far sooner than the ogres might prefer. Such a fate is perhaps preferable however, as those who survive too long as ogres’ playthings suffer lasting mental scars from the horrifying abuse. A captive able to keep their wits can sometimes trick the brutes by promising treasure, meatier captives, or other crude amusements, taking advantage of an ogre’s limited intellect to engineer opportunities to escape. Ogres are social creatures only in the most debased sense. They gather together in groups called families, though members are not always related by blood. Ogres practice incest regularly, believing that it makes for stronger familial bonds, and most ogres are misshapen or mutated from generations of inbreeding. The most powerful ogre in any family is the “boss”—usually the family’s patriarch or matriarch—while other ogres in the family learn to obey or risk being brutalized by the boss’s loyal kin. Ogres lair in caves, crumbling ruins, or dilapidated shacks close enough to humanoid settlements or animal trails to make raiding easy. These lairs are filthy and frequently contain all-too-recognizable evidence of their depravity. Ogre TreasureOgre warrens are hideous abattoirs strewn with severed limbs, offal, and dubious stews. Ogres sometimes keep shiny baubles, like jewelry, and they appreciate intimidating weapons and armor, especially those that are large enough for them to use."
1050,"Shanrigol Heap",Creature 4,"The most basic and common type of shanrigol is called, based on its general shape, a shanrigol heap. These amalgamations of warped flesh and shattered bone establish hunting grounds by accident rather than design, remaining where prey has been plentiful in the past so they can grow larger and larger as they add to their jumbled forms. Only rare fleshwarpers create these abominations willingly, as they ignore all commands and containment to seek out prey.","Aberration  ( Occultism ) : DC 19 Undead  ( Religion ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ","Fleshwarpers, regardless of their origin or training, create a shocking amount of waste. When the discarded remnants of aberrant flesh are heaped together with an accidental mixture of alchemical compounds or odious energy, the mass can quicken and regain life. Without the guidance of a fleshwarper, these aberrant body parts form into a shanrigol, a mess of bone, muscle, and sinew. Shanrigol ComponentsAs shanrigols incorporate pieces of creatures near their hunting ground, explorers who examine a shanrigol can gain many valuable clues about nearby creatures. In the case of a shanrigol behemoth, these explorers might find the beast using strange abilities from creatures they haven't yet faced! Shanrigol TreasureBecause these undead aberrations seek only to absorb more flesh, they don't care about material things. When near a shanrigol's lair, it's not uncommon to see bloody armor, unsheathed weapons, and intact potion bottles scattered around the site of a battle. A shanrigol's fruitful ambush location is likely to have piles of overlooked valuable treasure from past victims."
1080,"Bison",Creature 4,"Bison are large bovines with short faces and two horns; they weigh an upwards of 2,000 pounds and stand up to 6 feet at the withers. Bison herds thunder across the grassy plains of Golarion, shaking the earth. They're a common sight along the Whistling Plains east of Taldor and the wide grasslands of the nation of Karazh in Casmaron; they also frequently appear in the cooler northeastern reaches of Avistan, the River Kingdoms through Numeria, and the Realm of the Mammoth Lords and western Sarkoris. Communal by nature, bison gather in large numbers for the summer mating season before the bulls split off to wander the prairie grasses. Bison have adapted well to harsh prairie winters, as their shaggy fur, which grows thicker in winter, insulates them; in the face of blizzards, they survive by facing steadfastly into the howling winds and hunkering down to reduce their exposure. The way that bison wallow in dirt or rub against large stones might make it easy to mistake their docile nature for passivity. However, this presumption has been the ruin of many hunting parties. Their plentiful meat and thick furs make bison an appealing bounty, but with the ground thundering beneath them, bison can quickly overpower inexperienced hunters unprepared for a stampeding herd. These hunting parties sometimes hire particularly daring adventures, who can add their spells, steel, and expertise to ensure a successful hunt. While the bison of the plains are the best known and most numerous, they have cousins both in thick boreal forests and along wide, open steppes. These bison variants stand taller but can't match the speed and aggression of their smaller plains relatives.","Animal  ( Nature ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ",
1106,"Hermit Crab Swarm",Creature 4,"When hermit crabs find a shell that is too large, they lie in wait for others to arrive and move into the shell, abandoning a possible replacement. This can form a large chain of queuing crabs waiting to upgrade their shells. Interruptions can aggravate the crabs, resulting in attacks against the unfortunate source of disruption.","Animal  ( Nature ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 "," 2.0Crabs are scavenging crustaceans known for their hard shells and iconic sideways gait. They use their claws to defend themselves, hunt, and fight other crabs for territory. When confronted with threats from outside their species, most crabs prefer to flee, but when retreat isn't possible, they clamp on to their foes as tightly as they can.  Hermit crabs have hard exoskeletons like other crabs, but with much weaker abdomens. They find and “wear” shells as homes and protection, getting around with their front legs and claws. Surprisingly fierce, hermit crabs fight for new shells as they grow bigger, using an assortment of hollow alternatives as substitutes when shells of the right size can't be found. Crab SpeciesCrabs can be found along all of the world's coastlines, from relatively small creatures like the king crab or the coconut crab, to truly oversized monsters like the great reef crab, shark-eating crab, or the lumbering shipwrecker crab. Never AloneHermit crabs often form symbiotic relationships with sea anemones, attaching them to their shells. The anemones help protect the crabs while feasting on leftovers from the crabs' meals. When hermit crabs change shells, they often take their anemone partners with them to continue their lifelong adventure."
1110,"Abrikandilu (Wrecker Demon)",Creature 4,"Wrecker demons, also known as abrikandilus, despise beautiful things and do everything in their power to destroy both people and objects regarded as such. An abrikandilu forms from the souls mortals who were vandals, misanthropes, or defacers of artwork, particularly if their destructive actions stemmed from feelings of powerful envy. An abrikandilu loathes only one thing more than beauty: their own visage. The mere sight of their face—reflected in a mirror, a shield, or even a pool of water— can send a wrecker demon into a rage. Many demon slayers leverage tactic to their advantage, venturing into battle with polished steel shields and cold iron blades at the ready.","Fiend  ( Religion ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ","When a sinful mortal soul is judged and sent on to the Abyss, it can become a deadly fiend—a demon. Demons are living incarnations of sin—be they classic sins like wrath or gluttony, or more “specialized” depravities like an obsession with torture or the act of treason or treachery. Once formed, a demon’s driving goals are twofold—the amassing of personal power, and the corruption of mortal souls to cause them to become tainted by sin. In this way demons ensure a never-ending supply of new demons to bolster their ever-growing ranks in the Abyss. Abyssal NewcomersThough now the most plentiful fiends of the Abyss, demons are relative newcomers, spawning only as mortal influence—and mortal sin, in particular—began to shape the plane. For eons, demons fought with other longstanding residents of the Abyss for dominance, but eventually their sheer numbers allowed them to become the predominant chaotic fiends. Conjuring DemonsConjuring demons is ill-advised, yet the desperate or wicked still do. Rituals like planar ally or planar binding are typical for long-term ends, and summon fiend for combat applications. For planar ally, demons sometimes accept offerings that aren't valuable if gifting them to a demon pushes the ritualist further into sin. Demonic DeitiesThe most powerful demons are known as demon lords (the term is gender neutral in this case). Of these divinities, Lamashtu is the most powerful. Countless other demon lords exist, including Abraxas, Cyth-V’sug, Kabriri, and Zura. Demonic LocationsThe sprawling, heaving, changing realm of the Abyss is the planar home of demonic life, but demons can be found anywhere the capacity to sin exists. Evil or foolish conjurers are fond of calling upon demons for advice or darker needs. When the Abyss wears through the boundaries of reality to create wound-like portals into other worlds, demons can spill over to wreak incredible havoc. Demonic PossessionSome demons specialize in the art of possessing creatures or objects to spread fear and chaos. In such cases a demon gains a powerful disguise with which to work its evils upon the world, a subterfuge that delights the demon. Demonic SourcesWhen a sinful mortal soul is consigned to the Abyss, it spends time wallowing in the mire and feeding on filth. If it survives and is not itself eaten, the soul eventually ascends into a demon, as influenced by the nature of its sin, yet most demons are themselves capable of reproduction as well. The fecundity of demonic life is perhaps the greatest—and most threatening—aspect of these dangerous fiends. Demons and SoulsDemons, like many other fiends, hunger for souls. In their eyes, the primary use for these souls is to spawn new demons, who can serve as soldiers, slaves, pawns, or even currency for their more powerful masters. Half-DemonsThe Abyss can corrupt living creatures through direct congress or supernatural infusion of Abyssal energies, resulting in monstrous hybrids. A half-demon should be a custom creature, but you can quickly generate one by giving an existing creature a few of a demon's abilities along with the demon's sin-related vulnerability. For example, a half-hezrou hill giant would gain purity vulnerability, but perhaps also a bite, swim Speed, and poisonous pustules. When swapping over abilities between creatures of different levels, be sure to adjust the numbers for the new level. Other DemonsThe Abyss may be the largest of the Outer Planes, and mortals have an equally large capacity to betray themselves, society, and the natural order of reality. With this limitless source for increasingly specialized sins, the Abyss is constantly generating new types of demons to plague reality. While the vast majority of these are swiftly destroyed and never rise again, enough survive that dozens, if not hundreds, of types of demons are known to exist beyond those listed here. The shadowy invidiak is a demon without a body, born of envious souls. The goat-faced, flame-hooved brimorak rises from the souls of arsonists. Slimy, horned blood demons spawn from assassins, boar demons from the greedy... the list goes on and on. Sinful DestructionWhile they enjoy causing destruction themselves, most demons prefer to trick and tempt mortals into falling to sin of their own volition. The Nature of ChaosSome say that the nature of chaos inherently precludes cooperation and subtlety, but demons are proof of the fallacy of this claim. What Makes a Sin?Some classify sin into seven categories—envy, gluttony, greed, lust, pride, sloth, and wrath. While these sins embody some of the most powerful and numerous demons, far more than seven demons exist. Any act of cruelty or destruction a mortal takes to gratify the self at others’ expense is, in effect, a sin, and any such act can spawn a demon from a soul in the afterlife."
1113,"Hellbound Attorney",Creature 4,"The Hellbound attorney sought the assistance of a phistophilus—one of Hell's contract devils—to bolster her legalistic ability on the Material Plane.","Fiend  ( Religion ) : DC 21 Humanoid  ( Society ) : DC 21 Unspecific Lore : DC 19 Specific Lore : DC 16 ","Masters of corruption and architects of conquest, devils seek both to tempt mortal life to join in their pursuit of all things profane and to spread tyranny throughout all worlds. The temptations they offer mortals range from great powers granted by the signing of an infernal contract to twisted favors following a whispered pledge to a diabolic patron, or any number of even subtler exchanges. Those who succumb to these temptations find themselves consigned to an afterlife of endless torment in the pits of Hell, wherein the only hope of escape lies in the chance of being promoted to become a devil in the infernal ranks. Every devil has a specific role to play in the upkeep of the remorseless bureaucratic machine that is Hell, from soldiers and scholars to inquisitors, lawyers, judges, and executioners. Lowly lemures and imps perform subservient labor to more powerful and specialized devils, such as contract devils and erinyes, while the greatest pit fiends command entire infernal armies. ArchdevilsAt any one time, eight archdevils rule the eight upper layers of Hell, while the deepest layer is ruled by Asmodeus. Each archdevil is a unique demigod with a dedicated role in guiding the infernal machine forward. Barbatos is the doorwarden of Hellʼs uppermost layer, while Dispater rules Hellʼs largest city. Mammon guards Hellʼs treasuries, and Belial designs new weapons for Hellʼs legions. Geryon is the oldest archdevil and keeper of many secrets, while Moloch leads Hellʼs armies. Baalzebul is a brooding archdevil who has fallen from Asmodeusʼs favor, while mighty Mephistopheles was formed from the plane of Hell itself. Diabolic DivinitiesMany unique and powerful devils hold positions of power in Hell. The most numerous of these are the infernal dukes, many of whom were promoted to this position from already impressive statures as pit fiends. The supreme ruler of Hell itself is Asmodeus, the Prince of Darkness. Between these two tiers rule the eight archdevils—see the sidebar on the facing page. Diabolic LocationsThe nine layers of Hell are the planar home of all devils, and they much prefer its tyrannically ordered environs to anywhere else in the multiverse. Yet devils can be encountered anywhere mortals can be tempted by infernal bargains or seek diabolic aid. On Golarion, the nation of Cheliax is particularly aligned with Hell. Its government is based upon Hellʼs organization, and the state church is that of Asmodeus. Fiendish RelationsDevils view daemonsʼ constant hunt for souls as a short-sighted waste of potential, and demonsʼ chaotic destruction of society and flesh as uncivilized and obnoxious, but they do not loathe their fiendish counterparts. Indeed, most devils are more than willing to take advantage of daemons and demons as they can to further their own machinations. HellfireStinking, sulfurous hellfire is infused with evil. Hellfire always deals a combination of fire damage and evil damage, though the specific ratio depends on the hellfire's origin. Certain types of hellfire can impose other effects on creatures as well, such as sapping their strength or memories. HellmouthsWhile travel to and from Hell is possible with plane shift, another way to reach and traverse the infernal realms is via hellmouths, strange living portals connecting different layers or even different planes. A hellmouth takes the form of a grimacing face, distended maw, or other distressingly organic aperture, and no two share the same appearance. Most are carefully guarded, but some new or well-hidden hellmouths have yet to be discovered. Other DevilsThe devils presented on these pages are a small sampling of the torments Hell has to offer. Other devils, like the inquisition-focused bone devils, the cherub-faced and fly-bodied accuser devils, and the aquatic drowning devil are a few examples of these widespread immortal creatures. Queens of the NightThe four queens of the night wield great power in the Pit. Ardad Lili is a plotter and manipulator with ambitions of ruling the heavens, while Doloras revels in suffering. Most distant is Mahathallah, watching over fate and death. Mightiest among them is Eiseth, who is assembling an army in Dis in the hopes of claiming the iron throne of Malebolge. The Hierarchy of HellHell is a harsh plane of law with little use for compassion or empathy. As such, it exists entirely within a strict hierarchy, and this order extends to its denizens. While different types of demons correspond to various sins and daemons are associated with modes of mortal death, the different types of devils exist solely to fulfill particular roles in the infernal machine. On occasion, a particular devil can transcend the role for which they were literally shaped, but this often transforms the devil physically into the type suitable for their new role."
1183,"Stone Lion",Creature 4,"Stone lions are a common sight outside of banks, temples, palaces, and even private residences. The fierce expressions affixed on their faces remind passersby to stay on their best behavior. Stone lions remain faithful guardians of a site, regardless of whether it falls into disrepair. Even if people abandon a place, the lion remains dutiful until its statue is too worn or broken to inhabit any longer.","Celestial  ( Religion ) : DC 21 Unspecific Lore : DC 19 Specific Lore : DC 16 ","Stone statues of beasts can often be found paired and standing guard to either side of an entryway. While some seem like merely lifeless statues, others are far more than they appear to be. Guardian beasts ward against evil and misfortune. Some of these celestial spirits were assigned this task, while others assumed their roles out of a sense of duty. To allow them to maintain a constant presence in the material world, pious artisans carve stone vessels of the beasts in their likeness; these statues then serve as anchors for the guardian beasts' souls. Should the need arise, guardian beasts can merge with their stony form, becoming a dangerous foe with noble courage, an indomitable will, and few weaknesses. By day, guardian beasts stay in their vessels and pretend to be inanimate. Past nightfall, they might patrol the grounds in their stone form or leave the heavy vessel behind to go where a solid body can't reach. Some take this chance to visit the dreams of individuals they favor and send them messages, notifying them of strange occurrences or warning them of incoming danger. Despite their good intentions, the dream messages from guardian beasts can be obscure, often overshadowed by the spirit's personality or strange assumptions they make due to their nature as resolute guardians. While guardian beasts can work alone, they usually appear in bonded pairs who complement each other in nature. One could be a jokester, the other gloomy; another could be nurturing, the other strict. To make two otherwise identical-looking beasts distinct, sculptors often depict one stone animal with their young. In the case of stone lions, a common type of guardian beasts, this approach means carving stone lion cubs to accompany one of the guardians. Animal VarietiesGuardian beasts can take many forms. For example, Tian-Min culture calls upon the service of stone guardian dogs to guard their temples. Shrines to Daikitsu, the Lady of Foxes, on the other hand, use stone guardian foxes. "
1197,"Huldra",Creature 4,"At first glance, a huldra seems a simple creature—a human in plain robes or peasant dress, sporting long, unbound hair. These tresses and full skirts in fact disguise the huldra's supernatural features: a hollow wooden back, a long bovine tail, and incredible strength. Folk legends from the lands of the north describe huldras as the creations of troll witches, intended to lure potential meals to the slaughter. Indeed, a huldra's regeneration is so similar to a troll's that a link between the two creatures seems entirely possible, but huldras despise trolls and resent tales suggesting any connection between them. Rather, huldras are wardens of the woodlands they occupy. Grown from saplings by powerful forest-dwelling fey as a response to humanoid encroachment, huldras protect and parley for the forest itself. Woodland creatures adore huldras, and sometimes approach humans or elves thinking they're huldras. This illusion is shattered if the animal sees the humanoid's back is made of flesh or that they're lacking a tail, at which point the animal recoils and runs away. Huldras respond well to travelers who show respect and deference for the forest, bestowing those they favor with supernatural luck and fortune. Those who scorn or attack a huldra, or those who mock their distinctive, bovine tails, find themselves plagued by poor decisions and even worse luck. Huldras commonly carry a bad reputation as sirens of the deep forest—cunning monsters who seek to lure woodcutters and unwary adventurers to uncertain ends. These stories largely come from miscreants foolish enough to have treated a huldra rudely and later complain about how they were unjustly persecuted. Even woodcutters and hunters can stay in the good graces of huldras provided they plant new trees to replace what they've taken and don't kill any creatures they don't eat. Though huldras choose to appear unassuming, the attention they put into disguising the supernatural parts of their bodies is sometimes lacking when it comes to their strength. They often perform feats of strength, like bending horseshoes straight or lifting heavy objects, without realizing they're breaking their carefully crafted facade.","Fey  ( Nature ) : DC 21 Unspecific Lore : DC 19 Specific Lore : DC 16 ",
1216,"Kushtaka",Creature 4,"Kushtaka, or “land otters” as they are sometimes known, are devious shapeshifters. They propagate by luring a humanoid away from the shelter of their home and slowly transforming the kidnapped creature into a new kushtaka. Kushtaka have an easier time transforming willing prey, so they prefer to use their shapeshifting ability and innate magical powers to convince their chosen targets to follow them away to a kushtaka village. Once a humanoid has been lured to a kushtaka village, they slowly begin to change, a bit at a time, until their body transforms fully into that of a kushtaka and ejects their mortal soul. These ejected souls often linger before giving rise to ghosts or haunts, though the kushtaka themselves are unaware of the souls' presence, having completely forgotten who they once were due to the magic that transformed them. Kushtaka can be a scourge to small human villages, slowly pilfering villagers away one person at a time. This might mean the kushtaka village displaces the human one, or leaves the human village unable to survive with too small a population to hunt, fish, defend against threats, or raise the next generation.","Beast  ( Arcana ,  Nature ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ",
1242,"Myceloid",Creature 4,"The ambulatory fungus creatures called myceloids are notorious for spreading deadly purple pox, controlling creatures' minds, and devouring humanoid flesh. For a myceloid colony, any battle with humanoids is cause for excitement, as this new fodder presents so many delicious possibilities. Myceloids consider humanoids to have an ideal life cycle of four simple steps. During childhood, they wander naive and afraid, unaware of myceloid colonies. In adulthood, humanoids discover their true purpose as they taste purple pox and become enslaved by the myceloids' spores. Next, they die, giving rise to a new myceloid. They're then sent on to the afterlife upon becoming a myceloid meal. Eating humanoid flesh is not a necessity—a myceloid can survive on any decaying matter—but it's certainly a pleasure. Myceloids rarely make alliances, but when they do, they invite their new allies to share a meal to seal the pact. Few outsiders appreciate this hospitality. Most myceloids have deep purple caps studded with off-white lumps. Their necks and bodies bear resemblance to the stipes of tough, leathery fungi. Smaller mushrooms often grow on a myceloid's body, which the creatures view as either adornments or particularly convenient snacks. They stand roughly as tall as a dwarf, with comparably stout builds.","Fungus  ( Nature ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ",
1247,"Nightgaunt",Creature 4,"Nightgaunts dwell in dreams, lurking in wait to spirit away the unwary dreamer. Once connected to such a being, the nightgaunt feeds upon the mortal's emotions before abandoning them—often in places they might never wake from. A nightgaunt appears as a bony humanoid with inky black skin, batlike wings, a long sinuous tail, and demonic horns atop a skull that lacks any face or features. Most nightgaunts have little interest in anything other than sating their hunger for emotions. They find the art of inducing nightmares to be a surefire way to feast, but they're even more adept at tormenting their victims to awful extremes through tickling while carrying them at precarious heights. Nightgaunts often gather in vast colonies in the Dreamlands, where they entertain each other by sharing emotion-memories of their meals through strange caresses. These colonies pose great danger to any adventurer foolish enough to approach. When conjured forth into other worlds, they serve only grudgingly, often working as hard to find a way to escape servitude and feed on their conjurer's emotions as they do on the task they've been compelled to perform.","Aberration  ( Occultism ) : DC 21 Unspecific Lore : DC 19 Specific Lore : DC 16 ",
1260,"Pangolin",Creature 4,"Despite their prodigious size, giant pangolins are solitary, reclusive creatures who forage by night for insects and vermin. To defend themselves from predators, they rely on a veritable arsenal of natural defenses to dissuade their foes: thick armor of wickedly sharp scales, a flexible and muscular body capable of rolling into a defensive ball, and a noxious musk. Against more persistent threats, giant pangolins' powerful digging claws prove mighty weapons in a pinch. While a pangolin's defenses serve well against natural predators, they've long been targets of poaching by humanoid cultures, partly for meat, but largely due to the high value of their unique scales. These scales see widespread use in alchemy, folk medicine, and crafting, and thus demand for them—and the associated profits from their sale—remain high. Giant pangolins are better protected against humanoid hunters, but the larger size of their scales means wider applications and greater volume. The increased difficulty of acquiring pangolins makes doing so all the more profitable, and unscrupulous poachers can make a considerable living from hunting these creatures.","Animal  ( Nature ) : DC 19 Unspecific Lore : DC 17 Specific Lore : DC 14 ",
